url,threat_name
http://counter.yadro.ru/hit?t44.1,emotet_november
http://cloudxml.com.br:443/,emotet_november
http://167.71.4.0:8080/,emotet_november
http://aprendeconmireia.com:443/,emotet_november
http://cs.com.sg:443/,emotet_november
http://www.careofu.com:443/,emotet_november
http://copunupo.ac.zm:443/,emotet_november
https://www.zachboyle.com/wp-admin/EA470ZrTGNkuA/,emotet_november
http://169.60.181.70:8080/,emotet_november
http://blangkonstudio.com:443/,emotet_november
http://caimari.com:443/,emotet_november
https://www.elaboro.pl/wp-admin/J0hwyIMsk9YFIi/,emotet_november
http://cocostrunket.com/wp-content/GlJk9/,emotet_november
http://cronoatletas.uy/headers/hPoIMx/,emotet_november
https://link2thai.com/Lock/aZNj/,emotet_november
https://www.melisetotoaksesuar.com/catalog/pFyl/,emotet_november
http://brittknight.com/PHP/Aqxf09OugZ/,emotet_november
http://demirelmarka.com/wp-admin/vMmu5VHyAbUgIU/,emotet_november
http://www.chacaltattoo.com.br/css/m51P4/,emotet_november
http://meta4media.com/portfolio2/oYoSTW9fotg/,emotet_november
http://www.tugarden.com/docs/csv_import/rf6bMPAtbBPiDK/,emotet_november
http://218.38.121.17/,emotet_november
http://coadymarine.com/Admin/ekamS7WWDkLwS44q/,emotet_november
http://blacksmithbooks.com/blog/yinA3nT/,emotet_november
http://www.vinyz.com/admin3693/BDFFgAZ6zBRumcUSG/,emotet_november
http://db.rikaz.tech/lCx76IlkrBtEsqNFA7/H9YoD9PuGAHGb3MHZz/,emotet_november
http://isc.net.ua/themes/3rU/,emotet_november
http://bytesendesign.nl/cgi-bin/oJYQiWRZITmFqE1H/,emotet_november
http://luminesthemes.com/clone_controller/bKv5LELdgzGRhtVAiJ/,emotet_november
http://nlasandbox.com/facebookpage/JFqg2Aqkl3UPZi6xGz/,emotet_november
http://cursosinterativos.com.br/semprichickoff2/pEl/,emotet_november
http://178.62.112.199:8080/,emotet_november
http://contactworks.nl/images_old/NuEAhfF0PCFhvv/,emotet_november
http://www.detertecnica.com/var/azLISfW/,emotet_november
https://copunupo.ac.zm/cgi-bin/bNoAgU9/,emotet_november
